Código;Tipo de foco;Pais;CCAA;Provincia;Comarca Ganadera (en focos nacionales);Región (en focos extranjeros);Municipio;UVL;Enfermedad;Nº de Especies Afectadas;Serotipo;Especie;Sensibles;Afectados;Fecha de confirmación
2007/3054;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Mirabel;Badajoz;Lengua azul;1;;Ovinos;5000;6;26/11/2007
2007/3053;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Malpartida de Plasencia;Badajoz;Lengua azul;1;;Ovinos;22;2;26/11/2007
2007/3052;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Malpartida de Plasencia;Badajoz;Lengua azul;1;;Ovinos;240;10;26/11/2007
2007/3051;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Galisteo;Badajoz;Lengua azul;1;;Ovinos;18;1;26/11/2007
2007/3050;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Galisteo;Badajoz;Lengua azul;1;;Ovinos;124;6;26/11/2007
2007/3049;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Galisteo;Badajoz;Lengua azul;1;;Ovinos;52;1;26/11/2007
2007/3048;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Galisteo;Badajoz;Lengua azul;1;;Ovinos;257;2;26/11/2007
2007/3047;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Galisteo;Badajoz;Lengua azul;1;;Ovinos;338;2;26/11/2007
2007/3046;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Casas de Millán;Badajoz;Lengua azul;1;;Ovinos;50;4;26/11/2007
2007/3045;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Casas de Millán;Badajoz;Lengua azul;1;;Ovinos;1775;5;26/11/2007
2007/3044;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Casas de Millán;Badajoz;Lengua azul;1;;Ovinos;460;4;26/11/2007
2007/3043;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Casas de Millán;Badajoz;Lengua azul;1;;Ovinos;660;2;26/11/2007
2007/3042;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Casas de Millán;Badajoz;Lengua azul;1;;Ovinos;376;3;26/11/2007
2007/3041;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Casas de Millán;Badajoz;Lengua azul;1;;Ovinos;524;12;26/11/2007
2007/3040;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Casas de Millán;Badajoz;Lengua azul;1;;Ovinos;535;10;26/11/2007
2007/3039;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Casas de Millán;Badajoz;Lengua azul;1;;Ovinos;950;10;26/11/2007
2007/3038;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Casas de Millán;Badajoz;Lengua azul;1;;Ovinos;751;7;26/11/2007
2007/3037;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Cañaveral;Badajoz;Lengua azul;1;;Ovinos;52;2;26/11/2007
2007/3036;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Aldehuela de Jerte;Badajoz;Lengua azul;1;;Ovinos;152;10;26/11/2007
2007/3035;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Aldehuela de Jerte;Badajoz;Lengua azul;1;;Ovinos;1000;10;26/11/2007
2007/3034;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Aldehuela de Jerte;Badajoz;Lengua azul;1;;Ovinos;291;4;26/11/2007
2007/3033;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Aldehuela de Jerte;Badajoz;Lengua azul;1;;Ovinos;572;5;26/11/2007
2007/3032;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;37;3;26/11/2007
2007/3031;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;22;3;26/11/2007
2007/3030;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;163;5;26/11/2007
2007/3029;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;1154;30;26/11/2007
2007/3028;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;11;1;26/11/2007
2007/3027;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;33;3;26/11/2007
2007/3026;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;82;1;26/11/2007
2007/3025;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;22;4;26/11/2007
2007/3024;Secundario;España;CASTILLA LA MANCHA;CIUDAD REAL;ALMODOVAR DEL CAMPO;;Mestanza;Ciudad Real;Lengua azul;2;;Bovinos, Ovinos;22 / 251;0 / 16;08/11/2007
2007/3023;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;123;5;26/11/2007
2007/3022;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;122;7;26/11/2007
2007/3021;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;34;2;26/11/2007
2007/3020;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;277;8;26/11/2007
2007/3019;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;141;10;26/11/2007
2007/3018;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;47;3;26/11/2007
2007/3017;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;512;7;26/11/2007
2007/3016;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;526;6;26/11/2007
2007/3015;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;50;6;26/11/2007
2007/3014;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;482;25;26/11/2007
2007/3013;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;955;10;26/11/2007
2007/3012;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Villasbuenas de Gata;Badajoz;Lengua azul;1;;Ovinos;51;8;26/11/2007
2007/3011;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Villa del Campo;Badajoz;Lengua azul;1;;Ovinos;342;10;26/11/2007
2007/3010;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Villa del Campo;Badajoz;Lengua azul;1;;Ovinos;675;4;26/11/2007
2007/3009;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Villa del Campo;Badajoz;Lengua azul;1;;Ovinos;332;6;26/11/2007
2007/3008;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Villa del Campo;Badajoz;Lengua azul;1;;Ovinos;387;9;26/11/2007
2007/3007;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Villa del Campo;Badajoz;Lengua azul;1;;Ovinos;327;5;26/11/2007
2007/3006;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Torrejoncillo;Badajoz;Lengua azul;1;;Ovinos;232;30;26/11/2007
2007/3005;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Riolobos;Badajoz;Lengua azul;1;;Ovinos;326;2;26/11/2007
2007/3004;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Riolobos;Badajoz;Lengua azul;1;;Ovinos;450;3;26/11/2007
2007/3003;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Riolobos;Badajoz;Lengua azul;1;;Ovinos;520;7;26/11/2007
2007/3002;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Riolobos;Badajoz;Lengua azul;1;;Ovinos;128;6;26/11/2007
2007/3001;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Riolobos;Badajoz;Lengua azul;1;;Ovinos;105;20;26/11/2007
2007/3000;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Pozuelo de Zarzón;Badajoz;Lengua azul;1;;Ovinos;418;7;26/11/2007
2007/2999;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Pozuelo de Zarzón;Badajoz;Lengua azul;1;;Ovinos;255;7;26/11/2007
2007/2998;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Pedroso de Acim;Badajoz;Lengua azul;1;;Ovinos;464;30;26/11/2007
2007/2997;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Pedroso de Acim;Badajoz;Lengua azul;1;;Ovinos;1549;10;26/11/2007
2007/2996;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Pedroso de Acim;Badajoz;Lengua azul;1;;Ovinos;208;3;26/11/2007
2007/2995;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Santiago del Campo;Badajoz;Lengua azul;1;;Ovinos;470;10;26/11/2007
2007/2994;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Santiago del Campo;Badajoz;Lengua azul;1;;Ovinos;418;1;26/11/2007
2007/2993;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Santiago del Campo;Badajoz;Lengua azul;1;;Ovinos;675;6;26/11/2007
2007/2992;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Santiago del Campo;Badajoz;Lengua azul;1;;Ovinos;489;0;26/11/2007
2007/2991;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Monroy;Badajoz;Lengua azul;1;;Ovinos;271;3;26/11/2007
2007/2990;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Monroy;Badajoz;Lengua azul;1;;Ovinos;399;2;26/11/2007
2007/2989;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Monroy;Badajoz;Lengua azul;1;;Ovinos;360;6;26/11/2007
2007/2988;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Monroy;Badajoz;Lengua azul;1;;Ovinos;365;6;26/11/2007
2007/2987;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;580;2;26/11/2007
2007/2986;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;384;4;26/11/2007
2007/2985;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;409;3;26/11/2007
2007/2984;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;260;1;26/11/2007
2007/2983;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;659;6;26/11/2007
2007/2982;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;205;4;26/11/2007
2007/2981;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;409;3;26/11/2007
2007/2980;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;195;9;26/11/2007
2007/2979;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;206;10;26/11/2007
2007/2978;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;306;3;26/11/2007
2007/2977;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;641;3;26/11/2007
2007/2976;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;251;40;26/11/2007
2007/2975;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;461;13;26/11/2007
2007/2974;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;1025;2;26/11/2007
2007/2973;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;1225;25;26/11/2007
2007/2972;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;54;0;26/11/2007
2007/2971;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;53;2;26/11/2007
2007/2970;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;235;3;26/11/2007
2007/2969;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;261;18;26/11/2007
2007/2968;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;112;25;26/11/2007
2007/2967;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;52;2;26/11/2007
2007/2966;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;25;1;26/11/2007
2007/2965;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;75;3;26/11/2007
2007/2964;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;53;1;26/11/2007
2007/2963;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;105;10;26/11/2007
2007/2962;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;16;2;26/11/2007
2007/2961;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;105;2;26/11/2007
2007/2960;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;483;10;26/11/2007
2007/2959;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;720;2;26/11/2007
2007/2958;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;17;3;26/11/2007
2007/2957;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;82;18;26/11/2007
2007/2956;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;37;6;26/11/2007
2007/2955;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;968;16;26/11/2007
2007/2954;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;162;4;26/11/2007
2007/2953;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;17;2;26/11/2007
2007/2952;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;25;3;26/11/2007
2007/2951;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;210;2;26/11/2007
2007/2950;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;616;3;26/11/2007
2007/2949;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;232;1;26/11/2007
2007/2948;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;408;30;26/11/2007
2007/2947;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;256;14;26/11/2007
2007/2946;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;361;10;26/11/2007
2007/2945;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;234;15;26/11/2007
2007/2944;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;534;5;26/11/2007
2007/2943;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;40;3;26/11/2007
2007/2942;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;9;3;26/11/2007
2007/2941;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;49;2;26/11/2007
2007/2940;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;22;3;26/11/2007
2007/2939;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;103;1;26/11/2007
2007/2938;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;61;1;26/11/2007
2007/2937;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;51;2;26/11/2007
2007/2936;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;460;5;26/11/2007
2007/2935;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;77;2;26/11/2007
2007/2934;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;44;2;26/11/2007
2007/2933;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;718;10;26/11/2007
2007/2932;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Cáceres;Badajoz;Lengua azul;1;;Ovinos;1035;15;26/11/2007
2007/2931;Secundario;España;CASTILLA LA MANCHA;CIUDAD REAL;ALMODOVAR DEL CAMPO;;Solana del Pino;Ciudad Real;Lengua azul;3;;Bovinos, Caprinos, Ovinos;20 / 420 / 60;0 / 15;08/11/2007
2007/2930;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Cáceres;Badajoz;Lengua azul;1;;Ovinos;1280;20;26/11/2007
2007/2929;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Arroyomolinos;Badajoz;Lengua azul;1;;Ovinos;314;3;26/11/2007
2007/2928;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Arroyomolinos;Badajoz;Lengua azul;1;;Ovinos;1572;20;26/11/2007
2007/2927;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Arroyomolinos;Badajoz;Lengua azul;1;;Ovinos;783;10;26/11/2007
2007/2926;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Arroyomolinos;Badajoz;Lengua azul;1;;Ovinos;208;10;26/11/2007
2007/2925;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Arroyomolinos;Badajoz;Lengua azul;1;;Ovinos;309;6;26/11/2007
2007/2924;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Arroyomolinos;Badajoz;Lengua azul;1;;Ovinos;880;17;26/11/2007
2007/2923;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Arroyomolinos;Badajoz;Lengua azul;1;;Ovinos;851;25;26/11/2007
2007/2922;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Aldea del Cano;Badajoz;Lengua azul;1;;Ovinos;311;2;26/11/2007
2007/2921;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Aldea del Cano;Badajoz;Lengua azul;1;;Ovinos;532;10;26/11/2007
2007/2920;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Aldea del Cano;Badajoz;Lengua azul;1;;Ovinos;940;0;26/11/2007
2007/2919;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Torrejón el Rubio;Badajoz;Lengua azul;1;;Ovinos;966;9;26/11/2007
2007/2918;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Serradilla;Badajoz;Lengua azul;1;;Ovinos;278;15;26/11/2007
2007/2917;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Santa Cruz de Paniagua;Badajoz;Lengua azul;1;;Ovinos;331;8;26/11/2007
2007/2916;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Mirabel;Badajoz;Lengua azul;1;;Ovinos;150;1;26/11/2007
2007/2915;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Casas de Millán;Badajoz;Lengua azul;1;;Ovinos;591;12;26/11/2007
2007/2914;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Montehermoso;Badajoz;Lengua azul;1;;Ovinos;248;0;26/11/2007
2007/2913;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Santiago de Alcántara;Badajoz;Lengua azul;1;;Ovinos;575;10;26/11/2007
2007/2912;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Salorino;Badajoz;Lengua azul;1;;Ovinos;158;6;26/11/2007
2007/2911;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Piedras Albas;Badajoz;Lengua azul;1;;Ovinos;83;10;26/11/2007
2007/2910;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Navas del Madroño;Badajoz;Lengua azul;1;;Ovinos;87;8;26/11/2007
2007/2909;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Mata de Alcántara;Badajoz;Lengua azul;1;;Ovinos;81;20;26/11/2007
2007/2908;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Herrera de Alcántara;Badajoz;Lengua azul;1;;Ovinos;806;7;26/11/2007
2007/2907;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Carbajo;Badajoz;Lengua azul;1;;Ovinos;165;6;26/11/2007
2007/2906;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Alcántara;Badajoz;Lengua azul;1;;Ovinos;1860;50;26/11/2007
2007/2905;Secundario;España;EXTREMADURA;CÁCERES;LOGROSAN (ZORITA);;Logrosán;Badajoz;Lengua azul;1;;Ovinos;833;4;26/11/2007
2007/2904;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Aldehuela de Jerte;Badajoz;Lengua azul;1;;Ovinos;711;43;26/11/2007
2007/2903;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Santiago del Campo;Badajoz;Lengua azul;1;;Ovinos;315;3;26/11/2007
2007/2902;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Hinojal;Badajoz;Lengua azul;1;;Ovinos;642;2;26/11/2007
2007/2901;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Garrovillas de Alconétar;Badajoz;Lengua azul;1;;Ovinos;27;2;26/11/2007
2007/2900;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Arroyomolinos;Badajoz;Lengua azul;1;;Ovinos;388;75;26/11/2007
2007/2899;Secundario;España;EXTREMADURA;CÁCERES;CACERES;;Aldea del Cano;Badajoz;Lengua azul;1;;Ovinos;115;2;26/11/2007
2007/2898;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Zarza la Mayor;Badajoz;Lengua azul;1;;Ovinos;518;14;26/11/2007
2007/2897;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Villasbuenas de Gata;Badajoz;Lengua azul;1;;Ovinos;610;10;26/11/2007
2007/2896;Secundario;España;CASTILLA LA MANCHA;CIUDAD REAL;ALMADEN;;Alamillo;Ciudad Real;Lengua azul;1;;Ovinos;390;20;08/11/2007
2007/2895;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Villanueva de la Sierra;Badajoz;Lengua azul;1;;Ovinos;274;3;26/11/2007
2007/2894;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Villa del Campo;Badajoz;Lengua azul;1;;Ovinos;103;8;26/11/2007
2007/2893;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Santibáñez el Alto;Badajoz;Lengua azul;1;;Ovinos;767;20;26/11/2007
2007/2892;Secundario;España;EXTREMADURA;CÁCERES;CORIA;;Riolobos;Badajoz;Lengua azul;1;;Ovinos;247;15;26/11/2007
2007/2891;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Membrío;Badajoz;Lengua azul;1;;Ovinos;97;2;23/11/2007
2007/2890;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Membrío;Badajoz;Lengua azul;1;;Ovinos;63;1;23/11/2007
2007/2889;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Membrío;Badajoz;Lengua azul;1;;Ovinos;74;0;23/11/2007
2007/2888;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Membrío;Badajoz;Lengua azul;1;;Ovinos;67;0;23/11/2007
2007/2887;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Membrío;Badajoz;Lengua azul;1;;Ovinos;1298;60;23/11/2007
2007/2886;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Membrío;Badajoz;Lengua azul;1;;Ovinos;2343;35;23/11/2007
2007/2885;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Membrío;Badajoz;Lengua azul;1;;Ovinos;1770;70;23/11/2007
2007/2884;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Usagre;Badajoz;Lengua azul;1;;Ovinos;1270;2;23/11/2007
2007/2883;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Usagre;Badajoz;Lengua azul;1;;Ovinos;1106;10;23/11/2007
2007/2882;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Usagre;Badajoz;Lengua azul;1;;Ovinos;480;2;23/11/2007
2007/2881;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Usagre;Badajoz;Lengua azul;1;;Ovinos;827;54;23/11/2007
